iin_start,country,bank_name,bank_url,bank_city
45710345,DK,Nordea,www.nordea.dk,Haslev
45710346,DK,Nordea,www.nordea.dk,Næstved
45710352,DK,Nordea,www.nordea.dk,Næstved
45710354,DK,Nordea,www.nordea.dk,Ringsted
45710373,DK,Nordea,www.nordea.dk,Slagelse
45710378,DK,Nordea,www.nordea.dk,Dianalund
45710379,DK,Nordea,www.nordea.dk,
45710385,DK,Nordea,www.nordea.dk,Dianalund
45710388,DK,Nordea,www.nordea.dk,Slagelse
45710390,DK,Nordea,www.nordea.dk,Hvalsø
45710392,DK,Nordea,www.nordea.dk,Viby Sjælland
45710393,DK,Nordea,www.nordea.dk,Solrød Strand
45710400,DK,Lån og Spar Bank,www.lsb.dk,København K
45710404,DK,Lån og Spar Bank,www.lsb.dk,København K
45710418,DK,Danske Bank,www.danskebank.dk,Roskilde
45710421,DK,Danske Bank,www.danskebank.dk,København K
45710424,DK,Danske Bank,www.danskebank.dk,
45710429,DK,Danske Bank,www.danskebank.dk,Roskilde
45710434,DK,Danske Bank,www.danskebank.dk,Greve
45710435,DK,Nordea,www.nordea.dk,
45710440,DK,Danske Bank,www.danskebank.dk,Frederiksberg C
45710443,DK,Danske Bank,www.danskebank.dk,Frederiksberg C
45710452,DK,Danske Bank,www.danskebank.dk,Holte
45710454,DK,Danske Bank,www.danskebank.dk,Nærum
45710455,DK,Danske Bank,www.danskebank.dk,Virum
45710465,DK,Nordea,www.nordea.dk,Helsingør
45710467,DK,Nordea,www.nordea.dk,Nivå
45710468,DK,Nordea,www.nordea.dk,
45710469,DK,Nordea,www.nordea.dk,Helsingør
45710470,DK,Nordea,www.nordea.dk,
45710473,DK,Nordea,www.nordea.dk,Helsingør
45710480,DK,Nordea,www.nordea.dk,Hillerød
45710482,DK,Danske Bank,www.danskebank.dk,
457105,DK,Sparekassen Sjælland,,
45710516,DK,Sparekassen Sjælland,alm.spks.dk,Kalundborg
45710517,DK,Sparekassen Sjælland,alm.spks.dk,Nykøbing Sj.
45710518,DK,Sparekassen Sjælland,alm.spks.dk,Jyderup
45710519,DK,Sparekassen Sjælland,alm.spks.dk,Høng
45710520,DK,Sparekassen Sjælland,alm.spks.dk,Holbæk
45710521,DK,Sparekassen Sjælland,alm.spks.dk,Tølløse
45710522,DK,Sparekassen Sjælland,alm.spks.dk,Holbæk
45710523,DK,Sparekassen Sjælland,alm.spks.dk,Frederikssund
45710524,DK,Sparekassen Sjælland,alm.spks.dk,Slagelse
45710525,DK,Sparekassen Sjælland,alm.spks.dk,Roskilde
45710526,DK,Sparekassen Sjælland,alm.spks.dk,
45710533,DK,Dragsholm Sparekasse,www.dragsholmsparekasse.dk,Asnæs
45710534,DK,Dragsholm Sparekasse,www.dragsholmsparekasse.dk,Hørve
45710535,DK,Dragsholm Sparekasse,www.dragsholmsparekasse.dk,
45710536,DK,Danske Bank,www.danskebank.dk,Odder
45710537,DK,Dragsholm Sparekasse,www.dragsholmsparekasse.dk,Asnæs
45710539,DK,Sparekassen Sjælland,alm.spks.dk,Vig
45710540,DK,Sparekassen Sjælland,alm.spks.dk,Høng
45710541,DK,Sparekassen Sjælland,alm.spks.dk,Sorø
45710542,DK,Sparekassen Sjælland,alm.spks.dk,Næstved
45710543,DK,Sparekassen Sjælland,alm.spks.dk,Hillerød
45710544,DK,Refsnæs Sparekasse,www.refsnaes-sparekasse.dk,Kalundborg
45710545,DK,Sparekassen Sjælland,alm.spks.dk,Frederiksberg
45710547,DK,Dragsholm Sparekasse,www.dragsholmsparekasse.dk,Asnæs
45710548,DK,Danske Bank,www.danskebank.dk,Nykøbing Sjælland
45710561,DK,FS Bank,www.fsbank.dk,
45710562,DK,Danske Bank,www.danskebank.dk,Næstved
45710570,DK,Sydbank,www.sydbank.dk,
45710571,DK,Danske Bank,www.danskebank.dk,Korsør
45710573,DK,Danske Bank,www.danskebank.dk,Sorø
45710575,DK,Danske Bank,www.danskebank.dk,Haslev
45710577,DK,Sparekassen Sjælland,alm.spks.dk,Slagelse
45710579,DK,Den Lille Bikube,www.denlillebikube.dk,Fuglebjerg
45710580,DK,Sparekassen Sjælland,alm.spks.dk,Slagelse
45710581,DK,Sydbank A/S,www.sydbank.dk,Sorø
45710582,DK,Ikano Bank,www.ikanobank.dk,Glostrup
45710586,DK,Sparekassen Sjælland,alm.spks.dk,Slagelse
45710587,DK,Sparekassen Sjælland,alm.spks.dk,Næstved
45710588,DK,Sydbank A/S,www.sydbank.dk,Slagelse
45710600,DK,,,
45710601,DK,Nordea,www.nordea.dk,Faxe
45710603,DK,Nordea,www.nordea.dk,Haslev
45710604,DK,Nordea,www.nordea.dk,
45710605,DK,Nordea,www.nordea.dk,Store Heddinge
45710607,DK,Nordea,www.nordea.dk,Køge
45710608,DK,Nordea,www.nordea.dk,
45710612,DK,Danske Bank,www.danskebank.dk,Næstved
45710614,DK,Danske Bank,www.danskebank.dk,Næstved
45710616,DK,Danske Bank,www.danskebank.dk,Nykøbing F.
45710619,DK,Danske Bank,www.danskebank.dk,
45710622,DK,Danske Bank,www.danskebank.dk,Vordingborg
45710624,DK,Danske Bank,www.danskebank.dk,Fakse
45710629,DK,Danske Bank,www.danskebank.dk,Køge
45710630,DK,Danske Bank,www.danskebank.dk,
45710631,DK,Møns Bank,www.moensbank.dk,Rønnede
45710634,DK,Snesere Sogns Spare- og Laanekasse,,
45710637,DK,Nordea,www.nordea.dk,Rønne
45710644,DK,Møns Bank,www.moensbank.dk,Askeby
45710646,DK,Nordea,www.nordea.dk,Rønne
45710647,DK,Nordea,www.nordea.dk,Rønne
45710648,DK,Nordea,www.nordea.dk,Rønne
45710650,DK,Nordea,www.nordea.dk,Rønne
45710653,DK,Nordea,www.nordea.dk,Rønne
45710654,DK,Nordea,www.nordea.dk,Rønne
45710655,DK,Nordea,www.nordea.dk,Rønne
45710657,DK,Nordea,www.nordea.dk,Rønne
45710658,DK,Nordea,www.nordea.dk,Rønne
45710659,DK,Nordea,www.nordea.dk,Rønne
45710660,DK,Nordea,www.nordea.dk,Rønne
45710661,DK,Nordea,www.nordea.dk,Rønne
45710670,DK,Nordea,www.nordea.dk,Nykøbing F.
45710672,DK,Nordea,www.nordea.dk,Nykøbing F.
45710674,DK,Nordea,www.nordea.dk,Nykøbing Sj.
45710675,DK,Nordea,www.nordea.dk,Nykøbing F.
45710677,DK,Nordea,www.nordea.dk,Sakskøbing
45710678,DK,Nordea,www.nordea.dk,Nørre Alslev
45710681,DK,Jyske Bank,www.jyskebank.dk,Silkeborg
45710682,DK,Jyske Bank,www.jyskebank.dk,Maribo
45710683,DK,Jyske Bank,www.jyskebank.dk,Roskilde
45710684,DK,Jyske Bank,www.jyskebank.dk,Nakskov
45710685,DK,Jyske Bank,www.jyskebank.dk,København V
45710686,DK,Jyske Bank,www.jyskebank.dk,Silkeborg
45710687,DK,Jyske Bank,www.jyskebank.dk,Vordingborg
45710688,DK,Jyske Bank,www.jyskebank.dk,Hellerup
45710689,DK,Jyske Bank,www.jyskebank.dk,Nakskov
45710691,DK,Jyske Bank,www.jyskebank.dk,Hellerup
45710692,DK,Jyske Bank,www.jyskebank.dk,København V
45710693,DK,Jyske Bank,www.jyskebank.dk,Nakskov
45710694,DK,Jyske Bank,www.jyskebank.dk,Nykøbing F
45710696,DK,Jyske Bank,www.jyskebank.dk,Køge
45710697,DK,Jyske Bank,www.jyskebank.dk,Næstved
45710704,DK,Jyske Bank,www.jyskebank.dk,Sakskøbing
45710705,DK,Jyske Bank,www.jyskebank.dk,Rødby
45710706,DK,Nordea,www.nordea.dk,Nørre Alslev
45710708,DK,Nordea,www.nordea.dk,Nykøbing F.
45710710,DK,Nordea,www.nordea.dk,Nykøbing F.
45710711,DK,Nordea,www.nordea.dk,
45710712,DK,Nordea,www.nordea.dk,Maribo
45710713,DK,Nordea,www.nordea.dk,Nykøbing F.
45710719,DK,Danske Bank,www.danskebank.dk,
45710725,DK,FS Bank,www.fsbank.dk,
45710735,DK,Nordea,www.nordea.dk,Svendborg
45710740,DK,Nordea,www.nordea.dk,Odense C
45710745,DK,Nordea,www.nordea.dk,Assens
45710750,DK,Nordea,www.nordea.dk,Odense C
45710751,DK,FS Bank,www.fsbank.dk,
45710755,DK,Middelfart Sparekasse,www.midspar.dk,Middelfart
45710756,DK,Middelfart Sparekasse,www.midspar.dk,Middelfart
45710757,DK,Middelfart Sparekasse,www.midspar.dk,Fredericia
45710758,DK,Middelfart Sparekasse,www.midspar.dk,Vejle
45710759,DK,Middelfart Sparekasse,www.midspar.dk,Kolding
45710762,DK,Nordea,www.nordea.dk,Kerteminde
45710763,DK,FS Bank,www.fsbank.dk,
45710766,DK,Nordea,www.nordea.dk,Assens
45710773,DK,Nordea,www.nordea.dk,Ringe
45710774,DK,Nordea,www.nordea.dk,Ejby
45710775,DK,Nordea,www.nordea.dk,Aarup
45710776,DK,Nordea,www.nordea.dk,Middelfart
45710784,DK,Nordea,www.nordea.dk,Kolding
45710785,DK,Nordea,www.nordea.dk,Vejle
45710787,DK,Nordea,www.nordea.dk,Middelfart
45710788,DK,Nordea,www.nordea.dk,Fredericia
45710790,DK,Nordea,www.nordea.dk,Odense Nv
45710791,DK,Nordea,www.nordea.dk,Odense
45710798,DK,Nordea,www.nordea.dk,Haarby
457108,DK,Handelsbanken,,
45710800,DK,Flemløse Sparekasse,www.sparekassen.dk,Glamsbjerg
45710802,DK,Nordea,www.nordea.dk,Ejby
45710808,DK,Nordea,www.nordea.dk,Haarby
45710809,DK,Nordea,www.nordea.dk,Otterup
45710810,DK,Nordea,www.nordea.dk,Odense C
45710811,DK,Nordea,www.nordea.dk,Odense Sv
45710812,DK,Nordea,www.nordea.dk,Odense C
45710813,DK,Fynske Bank,www.svendborgsparekasse.dk,Svendborg
45710814,DK,Fynske Bank,www.svendborgsparekasse.dk,Nyborg
45710815,DK,Fynske Bank,www.svendborgsparekasse.dk,Svendborg
45710816,DK,Fynske Bank,www.svendborgsparekasse.dk,Svendborg
45710817,DK,Fynske Bank,www.svendborgsparekasse.dk,Hesselager
45710818,DK,Fynske Bank,www.svendborgsparekasse.dk,Svendborg
45710819,DK,Fynske Bank,www.svendborgsparekasse.dk,Skårup
45710820,DK,Fynske Bank,www.svendborgsparekasse.dk,Svendborg
45710821,DK,Nordea,www.nordea.dk,Marstal
45710823,DK,Nordea,www.nordea.dk,Marstal
45710824,DK,FS Bank,www.fsbank.dk,
45710825,DK,Nordea,www.nordea.dk,Rudkøbing
45710828,DK,Sparekassen Fyn,www.sparekassenfaaborg.dk,Faaborg
45710831,DK,Nordea,www.nordea.dk,Rudkøbing
45710834,DK,Nordea,www.nordea.dk,Nyborg
45710837,DK,Nordea,www.nordea.dk,Langeskov
45710839,DK,Nordea,www.nordea.dk,Nyborg
45710844,DK,Fynske Bank,www.svendborgsparekasse.dk,Svendborg
45710847,DK,Rise Spare- og Lånekasse,www.risespar.dk,Ærøskøbing
45710850,DK,Nordea,www.nordea.dk,Faaborg
45710852,DK,Nordea,www.nordea.dk,Vester Skerninge
45710854,DK,Nordea,www.nordea.dk,Marstal
45710860,DK,Fynske Bank,www.svendborgsparekasse.dk,Rudkøbing
45710861,DK,Fynske Bank,www.svendborgsparekasse.dk,Svendborg
45710862,DK,Fynske Bank,www.svendborgsparekasse.dk,Svendborg
45710863,DK,Fynske Bank,www.svendborgsparekasse.dk,Svendborg
45710866,DK,Sparekassen Kronjylland,www.sparkron.dk,Stoholm
45710867,DK,Den Jyske Sparekasse,www.djs.dk,Give
45710868,DK,Den Jyske Sparekasse,www.djs.dk,Grindsted
45710870,DK,Den Jyske Sparekasse,www.djs.dk,Ikast
45710872,DK,Den Jyske Sparekasse,www.djs.dk,Esbjerg
45710873,DK,Den Jyske Sparekasse,www.djs.dk,Grindsted
45710875,DK,Ingeniørernes Pensionsbank,,
45710877,DK,Middelfart Sparekasse,www.midspar.dk,Uldum
45710878,DK,Middelfart Sparekasse,www.midspar.dk,Vejle
45710880,DK,Handelsbanken,www.handelsbanken.dk,København V
45710883,DK,Handelsbanken,www.handelsbanken.dk,København V
45710888,DK,Handelsbanken,www.handelsbanken.dk,København V
45710890,DK,Handelsbanken,www.handelsbanken.dk,København K
45710891,DK,Handelsbanken,www.handelsbanken.dk,Aarhus C
45710892,DK,Handelsbanken,www.handelsbanken.dk,Brøndby
45710893,DK,Handelsbanken,www.handelsbanken.dk,Kolding
45710894,DK,Handelsbanken,www.handelsbanken.dk,Odense C
45710895,DK,Handelsbanken,www.handelsbanken.dk,Kgs. Lyngby
45710896,DK,Handelsbanken,www.handelsbanken.dk,Aalborg
45710897,DK,Handelsbanken,www.handelsbanken.dk,København Ø
45710898,DK,Handelsbanken,www.handelsbanken.dk,Ballerup
45710899,DK,Handelsbanken,www.handelsbanken.dk,Aalborg SV
45710901,DK,Unknown,,
45710903,DK,Danske Bank,www.danskebank.dk,Svendborg
45710904,DK,Danske Bank,www.danskebank.dk,Nyborg
45710905,DK,Danske Bank,www.danskebank.dk,Faaborg
45710906,DK,Danske Bank,www.danskebank.dk,Kerteminde
45710907,DK,Danske Bank,www.danskebank.dk,Ringe
45710908,DK,Danske Bank,www.danskebank.dk,Odense C
45710909,DK,Danske Bank,www.danskebank.dk,Otterup
45710910,DK,Danske Bank,www.danskebank.dk,Assens
45710913,DK,Danske Bank,www.danskebank.dk,Aarup
45710914,DK,Danske Bank,www.danskebank.dk,Odense SV
45710917,DK,Danske Bank,www.danskebank.dk,Ringe
45710922,DK,Danske Bank,www.danskebank.dk,Aarup
45710924,DK,Danske Bank,www.danskebank.dk,Bogense
45710925,DK,Danske Bank,www.danskebank.dk,Odense M
45710928,DK,Danske Bank,www.danskebank.dk,Odense SV
45710930,DK,Danske Bank,www.danskebank.dk,Odense M
45710933,DK,Danske Bank,www.danskebank.dk,Søndersø
45710939,DK,Danske Bank,www.danskebank.dk,Odense C
45710940,DK,Danske Bank,www.danskebank.dk,Søndersø
45710941,DK,Danske Bank,www.danskebank.dk,Odense SV
45710942,DK,Danske Bank,www.danskebank.dk,Ringe
45710948,DK,Danske Bank,www.danskebank.dk,Svendborg
45710952,DK,Danske Bank,www.danskebank.dk,Svendborg
45710954,DK,Danske Bank,www.danskebank.dk,Svendborg
45710964,DK,Danske Bank,www.danskebank.dk,Assens
45710971,DK,Danske Bank,www.danskebank.dk,Søndersø
45710972,DK,Danske Bank,www.danskebank.dk,Bogense
45710974,DK,Danske Bank,www.danskebank.dk,Vejle
45710975,DK,Danske Bank,www.danskebank.dk,Odense C
45710976,DK,Danske Bank,www.danskebank.dk,Faaborg
45710978,DK,Danske Bank,www.danskebank.dk,Odense NV
45710979,DK,Danske Bank,www.danskebank.dk,Odense C
45710980,DK,Danske Bank,www.danskebank.dk,Odense SV
45710981,DK,Danske Bank,www.danskebank.dk,Middelfart
45710983,DK,Danske Bank,www.danskebank.dk,Faaborg
45710985,DK,Danske Bank,www.danskebank.dk,Lyngby
45710987,DK,Danske Bank,www.danskebank.dk,Odense C
45710989,DK,Danske Bank,www.danskebank.dk,Sønderborg
45710991,DK,Danske Bank,www.danskebank.dk,Odense C
45710993,DK,Danske Bank,www.danskebank.dk,Næstved
45710994,DK,Danske Bank,www.danskebank.dk,Haderslev
45710996,DK,Danske Bank,www.danskebank.dk,Odense C
45710998,DK,Danske Bank,www.danskebank.dk,København K
45711001,DK,Nationalbanken,www.nationalbanken.dk,København K
45711003,DK,Nationalbanken,www.nationalbanken.dk,København K
45711005,DK,Nationalbanken,www.nationalbanken.dk,København K
45711011,DK,Nationalbanken,www.nationalbanken.dk,København K
45711111,DK,Nationalbanken,www.nationalbanken.dk,København K
45711171,DK,Danske Bank,www.danskebank.dk,København K
45711187,DK,Saxo Privatbank,dk.saxobank.com,Hellerup
45711199,DK,Danske Bank,www.danskebank.dk,København K
45711202,DK,Nordea,www.nordea.dk,Espergærde
45711204,DK,Nordea,www.nordea.dk,Gilleleje
45711205,DK,Nordea,www.nordea.dk,København K
45711207,DK,Nordea,www.nordea.dk,Hillerød
45711225,DK,Nordea,www.nordea.dk,
45711289,DK,Unknown,,
45711307,DK,Nordea,www.nordea.dk,Skibby
45711308,DK,Nordea,www.nordea.dk,Hillerød
45711315,DK,Nordea,www.nordea.dk,Birkerød
45711319,DK,Nordea,www.nordea.dk,Farum
45711321,DK,Nordea,www.nordea.dk,Fredensborg
45711322,DK,Nordea,www.nordea.dk,Hillerød
45711323,DK,Nordea,www.nordea.dk,Stenløse
45711324,DK,Nordea,www.nordea.dk,Hillerød
45711328,DK,Nordea,www.nordea.dk,Hillerød
45711329,DK,Nordea,www.nordea.dk,Hørsholm
45711331,DK,Nordea,www.nordea.dk,Allerød
45711335,DK,Nordea,www.nordea.dk,Frederikssund
45711340,DK,Nordea,www.nordea.dk,Frederikssund
45711342,DK,Nordea,www.nordea.dk,Skibby
45711343,DK,Nordea,www.nordea.dk,Frederikssund
45711344,DK,Nordea,www.nordea.dk,Skibby
45711345,DK,Nordea,www.nordea.dk,Stenløse
45711347,DK,Nordea,www.nordea.dk,Skibby
45711348,DK,Nordea,www.nordea.dk,Stenløse
45711350,DK,Nordea,www.nordea.dk,Frederiksværk
45711352,DK,Nordea,www.nordea.dk,Frederiksværk
45711355,DK,Nordea,www.nordea.dk,Frederiksværk
45711360,DK,Nordea,www.nordea.dk,Frederiksværk
45711362,DK,Nordea,www.nordea.dk,Søborg
45711364,DK,Nordea,www.nordea.dk,Søborg
45711400,DK,Nordea,www.nordea.dk,Hillerød
45711402,DK,Nordea,www.nordea.dk,Helsingør
45711404,DK,Nordea,www.nordea.dk,Helsinge
45711405,DK,Nordea,www.nordea.dk,Randers C
45711407,DK,Nordea,www.nordea.dk,Helsinge
45711418,DK,Nordea,www.nordea.dk,Greve
45711420,DK,Nordea,www.nordea.dk,Vallensbæk Strand
45711422,DK,Nordea,www.nordea.dk,Greve
45711426,DK,Nordea,www.nordea.dk,Solrød Strand
45711428,DK,Nordea,www.nordea.dk,Solrød Strand
45711429,DK,Nordea,www.nordea.dk,Borup
45711430,DK,Nordea,www.nordea.dk,Køge
45711432,DK,Nordea,www.nordea.dk,Køge
45711436,DK,Nordea,www.nordea.dk,Køge
45711471,DK,Danske Bank,www.danskebank.dk,Lyngby
45711479,DK,Danske Bank,www.danskebank.dk,København K
45711481,DK,Danske Bank,www.danskebank.dk,Brøndby
45711492,DK,Danske Bank,www.danskebank.dk,København K
45711498,DK,Danske Bank,www.danskebank.dk,København K
45711501,DK,Danske Bank,www.danskebank.dk,Billund
45711505,DK,Danske Bank,www.danskebank.dk,Odder
45711506,DK,Danske Bank,www.danskebank.dk,Randers SV
45711507,DK,Danske Bank,www.danskebank.dk,Skanderborg
45711510,DK,Danske Bank,www.danskebank.dk,Ikast
45711511,DK,Danske Bank,www.danskebank.dk,Holstebro
45711513,DK,Danske Bank,www.danskebank.dk,Herning
45711515,DK,Danske Bank,www.danskebank.dk,Aabenraa
45711517,DK,Danske Bank,www.danskebank.dk,Viborg
45711519,DK,Sparekassen Thy,www.sparthy.dk,Hurup
45711520,DK,Danske Bank,www.danskebank.dk,Slagelse
45711521,DK,Danske Bank,www.danskebank.dk,Varde
45711525,DK,Danske Bank,www.danskebank.dk,Fredericia
45711527,DK,Danske Bank,www.danskebank.dk,Hobro
45711532,DK,Danske Bank,www.danskebank.dk,Frederikssund
45711533,DK,Danske Bank,www.danskebank.dk,Børkop
45711535,DK,Danske Bank,www.danskebank.dk,Risskov
45711536,DK,Danske Bank,www.danskebank.dk,Aarhus C
45711543,DK,Danske Bank,www.danskebank.dk,Esbjerg N
45711546,DK,Danske Bank,www.danskebank.dk,Esbjerg
45711548,DK,Danske Bank,www.danskebank.dk,Frederikshavn
45711550,DK,Danske Bank,www.danskebank.dk,
45711552,DK,Danske Bank,www.danskebank.dk,Aalborg
45711559,DK,Danske Bank,www.danskebank.dk,Sæby
45711562,DK,Danske Bank,www.danskebank.dk,Randers C
45711564,DK,Danske Bank,www.danskebank.dk,Grenaa
45711567,DK,Danske Bank,www.danskebank.dk,Viby J
45711569,DK,Danske Bank,www.danskebank.dk,Kolding
45711570,DK,Danske Bank,www.danskebank.dk,
45711577,DK,Danske Bank,www.danskebank.dk,Hillerød
45711579,DK,Danske Bank,www.danskebank.dk,Haslev
45711584,DK,Danske Bank,www.danskebank.dk,København K
45711588,DK,Danske Bank,www.danskebank.dk,Brøndby
45711594,DK,Danske Bank,www.danskebank.dk,Aarhus C
45711597,DK,Danske Bank,www.danskebank.dk,
45711599,DK,Danske Bank,www.danskebank.dk,
45711601,DK,Grønlandsbanken,www.banken.gl,Nuuk
45711621,DK,Danske Bank,www.danskebank.dk,
45711670,DK,Danske Bank,www.danskebank.dk,
45711671,DK,Basisbank,www.basisbank.dk,København SV
45711681,DK,Middelfart Sparekasse,www.midspar.dk,Hedensted
45711682,DK,Middelfart Sparekasse,www.midspar.dk,Vejle
45711684,DK,Middelfart Sparekasse,www.midspar.dk,Odense SV
45711685,DK,Middelfart Sparekasse,www.midspar.dk,Horsens
45711686,DK,Middelfart Sparekasse,www.midspar.dk,Esbjerg
45711687,DK,Middelfart Sparekasse,www.midspar.dk,Aarhus C
45711693,DK,PFA Udbetalingsbank,www.pfa.dk,København Ø
45711701,DK,Nordea,www.nordea.dk,
45711704,DK,Nordea,www.nordea.dk,Kalundborg
45711705,DK,Nordea,www.nordea.dk,Asnæs
45711707,DK,Nordea,www.nordea.dk,Kalundborg
45711710,DK,Nordea,www.nordea.dk,
45711711,DK,Nordea,www.nordea.dk,Kalundborg
45711714,DK,Nordea,www.nordea.dk,
45711715,DK,Nordea,www.nordea.dk,Kalundborg
45711716,DK,Nordea,www.nordea.dk,Kgs. Lyngby
45711717,DK,Nordea,www.nordea.dk,Kalundborg
45711718,DK,Nordea,www.nordea.dk,Hvalsø
45711726,DK,Nordea,www.nordea.dk,Holbæk
45711727,DK,Nordea,www.nordea.dk,Kgs. Lyngby
45711730,DK,Nordea,www.nordea.dk,
45711732,DK,Nordea,www.nordea.dk,København C
45711735,DK,Nordea,www.nordea.dk,
45711738,DK,Nordea,www.nordea.dk,Hørsholm
45711739,DK,Nordea,www.nordea.dk,Glostrup
45711740,DK,Nordea,www.nordea.dk,
45711742,DK,Nordea,www.nordea.dk,Odense C
45711850,DK,Nordea,www.nordea.dk,Odense C
45711901,DK,Nordea,www.nordea.dk,Århus C
45711905,DK,Nordea,www.nordea.dk,Ebeltoft
45711908,DK,Nordea,www.nordea.dk,Grenaa
45711909,DK,Nordea,www.nordea.dk,Hammel
45711910,DK,Nordea,www.nordea.dk,Åbyhøj
45711911,DK,Nordea,www.nordea.dk,Hinnerup
45711912,DK,Nordea,www.nordea.dk,Galten
45711913,DK,Nordea,www.nordea.dk,Grenaa
45711914,DK,Nordea,www.nordea.dk,Hornslet
45711915,DK,Nordea,www.nordea.dk,Galten
45711916,DK,Nordea,www.nordea.dk,Risskov
45711917,DK,Nordea,www.nordea.dk,Beder
45711918,DK,Nordea,www.nordea.dk,Hornslet
45711919,DK,Nordea,www.nordea.dk,Beder
45711922,DK,Nordea,www.nordea.dk,
45711924,DK,Nordea,www.nordea.dk,Lystrup.
45711925,DK,Nordea,www.nordea.dk,Risskov
45711927,DK,Nordea,www.nordea.dk,Viby J
45711928,DK,Nordea,www.nordea.dk,Åbyhøj
45711929,DK,Nordea,www.nordea.dk,Aarhus N
45711930,DK,Nordea,www.nordea.dk,
45711931,DK,Nordea,www.nordea.dk,Tilst
45711932,DK,Nordea,www.nordea.dk,Lystrup.
45711933,DK,Nordea,www.nordea.dk,Tilst
45711935,DK,Nordea,www.nordea.dk,Hadsten
45711936,DK,Nordea,www.nordea.dk,Viby J
45711938,DK,Nordea,www.nordea.dk,Silkeborg
45711941,DK,Nordea,www.nordea.dk,
45711944,DK,Nordea,www.nordea.dk,Odder
45711946,DK,Nordea,www.nordea.dk,Odder
45711947,DK,Nordea,www.nordea.dk,
45711949,DK,Nordea,www.nordea.dk,Skanderborg
45711951,DK,Nordea,www.nordea.dk,Aarhus C
45711954,DK,Nordea,www.nordea.dk,Aarhus C
45711955,DK,Nordea,www.nordea.dk,
45711957,DK,Nordea,www.nordea.dk,Aarhus C
45711958,DK,Nordea,www.nordea.dk,Risskov
45711959,DK,Nordea,www.nordea.dk,Aarhus C
45711969,DK,Nordea,www.nordea.dk,
45711970,DK,Nordea,www.nordea.dk,Aarhus C
45711973,DK,Nordea,www.nordea.dk,Randers Sv
45711974,DK,Nordea,www.nordea.dk,Aarhus C
45711978,DK,Nordea,www.nordea.dk,Aarhus N
45711980,DK,Nordea,www.nordea.dk,Viby J
45711981,DK,Nordea,www.nordea.dk,Åbyhøj
45711982,DK,Nordea,www.nordea.dk,Aarhus N
45711984,DK,Nordea,www.nordea.dk,Åbyhøj
45711985,DK,Nordea,www.nordea.dk,Højbjerg
45711986,DK,Nordea,www.nordea.dk,Risskov
45711987,DK,Nordea,www.nordea.dk,
45711989,DK,Nordea,www.nordea.dk,Aarhus C
45711995,DK,Nordea,www.nordea.dk,
45711996,DK,Nordea,www.nordea.dk,Aarhus C
457120,DK,Nordea,,
45712000,DK,Nordea,www.nordea.dk,
45712001,DK,Nordea,www.nordea.dk,København V
45712005,DK,Nordea,www.nordea.dk,Rønne
45712006,DK,Nordea,www.nordea.dk,Odense Nv
45712007,DK,Nordea,www.nordea.dk,Aarhus C
45712008,DK,Nordea,www.nordea.dk,Odense Sv
45712009,DK,Nordea,www.nordea.dk,Kerteminde
45712010,DK,Nordea,www.nordea.dk,Rønne
45712011,DK,Nordea,www.nordea.dk,Ejby
45712012,DK,Nordea,www.nordea.dk,Middelfart
45712013,DK,Nordea,www.nordea.dk,Nyborg
45712014,DK,Nordea,www.nordea.dk,Langeskov
45712015,DK,Nordea,www.nordea.dk,Taastrup
45712016,DK,Nordea,www.nordea.dk,København S
45712017,DK,Nordea,www.nordea.dk,Aarup
45712018,DK,Nordea,www.nordea.dk,Middelfart
45712019,DK,Nordea,www.nordea.dk,Ejby
45712021,DK,Nordea,www.nordea.dk,Faaborg
45712022,DK,Nordea,www.nordea.dk,
45712024,DK,Nordea,www.nordea.dk,Assens
45712026,DK,Nordea Finans,www.nordeafinans.dk,
45712027,DK,Nordea,www.nordea.dk,Haarby
45712029,DK,Nordea,www.nordea.dk,Svendborg
45712030,DK,Nordea,www.nordea.dk,
45712035,DK,Nordea,www.nordea.dk,
45712036,DK,Nordea,www.nordea.dk,Ringe
45712037,DK,Nordea,www.nordea.dk,Vester Skerninge
45712038,DK,Nordea,www.nordea.dk,Nyborg
45712039,DK,Nordea,www.nordea.dk,Rudkøbing
45712040,DK,Nordea,www.nordea.dk,
45712041,DK,Nordea,www.nordea.dk,Rudkøbing
45712043,DK,Nordea,www.nordea.dk,
45712047,DK,Nordea,www.nordea.dk,Marstal
45712049,DK,Nordea,www.nordea.dk,Kolding
45712051,DK,Nordea,www.nordea.dk,
45712052,DK,Nordea,www.nordea.dk,Fredericia
45712053,DK,Nordea,www.nordea.dk,Vejle
45712057,DK,Nordea,www.nordea.dk,
45712061,DK,Nordea,www.nordea.dk,
45712063,DK,Nordea,www.nordea.dk,Odense C
45712065,DK,Nordea,www.nordea.dk,Aarhus C
45712066,DK,Nordea,www.nordea.dk,Otterup
45712067,DK,Nordea,www.nordea.dk,Aarhus C
45712068,DK,Nordea,www.nordea.dk,
45712075,DK,Nordea,www.nordea.dk,
45712076,DK,Nordea,www.nordea.dk,Odense C
45712077,DK,Nordea,www.nordea.dk,
45712080,DK,Nordea,www.nordea.dk,
45712086,DK,Nordea,www.nordea.dk,
45712091,DK,Nordea,www.nordea.dk,
45712093,DK,Nordea,www.nordea.dk,
45712096,DK,Nordea,www.nordea.dk,
457121,DK,Nordea,,
